npk,sub_post,post,grp,sect,dept,dept_account,division,plant
73401,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
73402,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
73403,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
73404,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73405,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73406,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73407,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73408,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
73409,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
73410,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73411,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73412,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73413,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73414,NULL,NULL,1-001-002-008-044,1-001-002-008,1-001-002,NULL,1-001,1
73415,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73416,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
73417,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73418,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
73419,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
73420,NULL,NULL,1-001-002-002-007,1-001-002-002,1-001-002,1-001-001,1-001,1
73421,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
73422,NULL,NULL,1-001-002-002-011,1-001-002-002,1-001-002,1-001-001,1-001,1
73423,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73424,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
73425,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73426,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
73427,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73428,NULL,NULL,1-001-002-007-035,1-001-002-007,1-001-002,1-001-001,1-001,1
73429,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73430,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73431,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73432,NULL,NULL,1-001-001-010-048,1-001-001-010,1-001-001,1-001-001,1-001,1
73433,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
73434,NULL,NULL,1-001-002-005-026,1-001-002-005,1-001-002,1-001-001,1-001,1
73435,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
73436,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
73437,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
73438,NULL,NULL,1-001-002-006-031,1-001-002-006,1-001-002,1-001-001,1-001,1
73439,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
73440,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73441,NULL,NULL,1-001-002-005-026,1-001-002-005,1-001-002,1-001-001,1-001,1
73442,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73443,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73444,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
73445,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73446,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
73447,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
73448,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73449,NULL,NULL,1-001-002-008-042,1-001-002-008,1-001-002,NULL,1-001,1
73450,NULL,NULL,1-001-002-008-045,1-001-002-008,1-001-002,NULL,1-001,1
73451,NULL,NULL,1-001-002-005-026,1-001-002-005,1-001-002,1-001-001,1-001,1
73452,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73453,NULL,NULL,1-001-002-008-041,1-001-002-008,1-001-002,NULL,1-001,1
73454,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
73455,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
73456,NULL,NULL,1-001-002-007-066,1-001-002-007,1-001-002,NULL,1-001,1
73457,NULL,NULL,1-001-002-007-066,1-001-002-007,1-001-002,NULL,1-001,1
73458,NULL,NULL,1-001-002-007-066,1-001-002-007,1-001-002,NULL,1-001,1
73459,NULL,NULL,1-001-002-007-066,1-001-002-007,1-001-002,NULL,1-001,1
73460,NULL,NULL,1-001-002-007-036,1-001-002-007,1-001-002,NULL,1-001,1
73461,NULL,NULL,1-001-002-007-036,1-001-002-007,1-001-002,NULL,1-001,1
73462,NULL,NULL,1-001-002-007-036,1-001-002-007,1-001-002,NULL,1-001,1
73463,NULL,,1-001-002-007-036,1-001-002-007,1-001-002,,1-001,1
73464,NULL,NULL,1-001-002-007-040,1-001-002-007,1-001-002,NULL,1-001,1
73465,NULL,NULL,1-001-002-007-040,1-001-002-007,1-001-002,NULL,1-001,1
73466,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,NULL,1-001,1
73467,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,NULL,1-001,1
73468,NULL,NULL,1-001-002-007-038,1-001-002-007,1-001-002,NULL,1-001,1
73469,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,NULL,1-001,1
73470,NULL,NULL,1-001-002-007-038,1-001-002-007,1-001-002,NULL,1-001,1
73471,NULL,NULL,1-001-002-008-041,1-001-002-008,1-001-002,NULL,1-001,1
73472,NULL,NULL,1-001-002-008-045,1-001-002-008,1-001-002,NULL,1-001,1
73473,NULL,NULL,1-001-002-008-041,1-001-002-008,1-001-002,NULL,1-001,1
73474,NULL,NULL,1-001-002-008-042,1-001-002-008,1-001-002,NULL,1-001,1
73475,NULL,NULL,1-001-002-008-042,1-001-002-008,1-001-002,NULL,1-001,1
73476,NULL,NULL,1-001-002-008-042,1-001-002-008,1-001-002,NULL,1-001,1
73477,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,NULL,1-001,1
73478,NULL,NULL,1-001-002-008-044,1-001-002-008,1-001-002,NULL,1-001,1
73479,NULL,NULL,1-001-002-008-044,1-001-002-008,1-001-002,NULL,1-001,1
73480,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,NULL,1-001,1
73481,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,NULL,1-001,1
73482,NULL,NULL,1-001-002-008-045,1-001-002-008,1-001-002,NULL,1-001,1
73483,NULL,NULL,1-001-002-008-045,1-001-002-008,1-001-002,NULL,1-001,1
73484,NULL,NULL,1-001-002-008-042,1-001-002-008,1-001-002,NULL,1-001,1
73485,NULL,NULL,1-001-002-005-025,1-001-002-008,1-001-002,NULL,1-001,1
73551,NULL,NULL,1-001-001-010-048,1-001-001-010,1-001-001,1-001-001,1-001,1
73552,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73553,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73554,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73555,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
73556,NULL,NULL,1-001-002-007-066,1-001-002-007,1-001-002,NULL,1-001,1
73557,NULL,NULL,1-001-001-010-048,1-001-001-010,1-001-001,1-001-001,1-001,1
73558,NULL,NULL,1-001-002-005-026,1-001-002-005,1-001-002,1-001-001,1-001,1
73559,NULL,NULL,1-001-002-002-006,1-001-002-002,1-001-002,1-001-001,1-001,1
73560,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
73561,NULL,NULL,1-001-002-006-034,1-001-002-006,1-001-002,1-001-001,1-001,1
73562,NULL,NULL,1-001-002-002-007,1-001-002-002,1-001-002,1-001-001,1-001,1
73563,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
73564,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
73565,NULL,NULL,1-001-002-005-022,1-001-002-005,1-001-002,1-001-001,1-001,1
73566,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
73567,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
73568,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
73569,NULL,NULL,1-001-002-003-017,1-001-002-003,1-001-002,1-001-001,1-001,1
73570,NULL,NULL,1-001-002-005-029,1-001-002-005,1-001-002,1-001-001,1-001,1
73571,NULL,NULL,1-001-002-005-023,1-001-002-005,1-001-002,1-001-001,1-001,1
73572,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
73573,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
73574,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
73575,NULL,NULL,1-001-002-002-010,1-001-002-002,1-001-002,1-001-001,1-001,1
73576,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
73577,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
73578,NULL,NULL,1-001-002-002-010,1-001-002-002,1-001-002,1-001-001,1-001,1
73579,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
73580,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
73581,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
73582,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
73583,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
73584,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
73585,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
73586,NULL,NULL,1-001-002-002-006,1-001-002-002,1-001-002,1-001-001,1-001,1
