npk,sub_post,post,grp,sect,dept,dept_account,division,plant
33672,NULL,NULL,1-001-002-005-025,1-001-002-008,1-001-002,1-001-001,1-001,1
33677,NULL,NULL,1-001-002-005-028,1-001-002-005,1-001-002,1-001-001,1-001,1
33682,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
33683,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
33687,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
33696,NULL,NULL,1-001-001-009-047,1-001-001-014,1-001-001,1-001-001,1-001,1
33731,NULL,NULL,1-001-003-017-051,1-001-003-017,1-001-003,1-001-003,1-001,1
33743,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
33745,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
33970,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
33976,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
33977,NULL,NULL,1-001-002-005-029,1-001-002-005,1-001-002,1-001-001,1-001,1
33979,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
33990,NULL,NULL,1-001-002-006-034,1-001-002-006,1-001-002,1-001-001,1-001,1
33992,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
33997,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
34003,NULL,NULL,1-001-002-008-067,1-001-002-008,1-001-002,1-001-002,1-001,1
34009,NULL,NULL,1-001-002-002-012,1-001-002-002,1-001-002,1-001-001,1-001,1
34011,NULL,NULL,1-001-002-002-074,1-001-002-002,1-001-002,1-001-001,1-001,1
34014,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
34022,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,1-001-002,1-001,1
34025,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
34033,NULL,NULL,1-001-002-007-040,1-001-002-007,1-001-002,1-001-002,1-001,1
34037,NULL,NULL,1-001-002-007-035,1-001-002-007,1-001-002,1-001-002,1-001,1
34282,NULL,NULL,1-001-002-005-025,1-001-002-008,1-001-002,1-001-002,1-001,1
34284,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
34294,NULL,NULL,1-001-002-008-067,1-001-002-008,1-001-002,1-001-002,1-001,1
34306,NULL,NULL,1-001-002-008-045,1-001-002-008,1-001-002,1-001-002,1-001,1
34307,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
34311,NULL,NULL,1-001-003-016-049,1-001-003-016,1-001-003,1-001-002,1-001,1
34317,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
34322,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
34334,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
34339,NULL,NULL,1-001-002-003-014,1-001-002-003,1-001-002,1-001-001,1-001,1
34341,NULL,NULL,1-001-002-007-036,1-001-002-007,1-001-002,1-001-002,1-001,1
34344,NULL,NULL,1-001-001-012-047,1-001-001-012,1-001-001,1-001-001,1-001,1
34348,NULL,NULL,1-001-002-003-017,1-001-002-003,1-001-002,1-001-001,1-001,1
34360,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
34363,NULL,NULL,1-001-001-010-050,1-001-001-013,1-001-001,1-001-002,1-001,1
34365,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
34372,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
34375,NULL,NULL,1-001-002-008-041,1-001-002-008,1-001-002,1-001-002,1-001,1
34378,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
34497,NULL,NULL,1-001-002-005-025,1-001-002-008,1-001-002,1-001-002,1-001,1
34503,NULL,NULL,1-001-002-007-040,1-001-002-007,1-001-002,1-001-002,1-001,1
34549,NULL,NULL,1-001-002-005-023,1-001-002-005,1-001-002,1-001-001,1-001,1
34551,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
34552,NULL,NULL,1-001-001-010-050,1-001-001-013,1-001-001,1-001-002,1-001,1
34556,NULL,NULL,1-001-002-003-017,1-001-002-003,1-001-002,1-001-001,1-001,1
34558,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
34575,NULL,NULL,1-001-002-007-038,1-001-002-007,1-001-002,1-001-002,1-001,1
34581,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
34582,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
34584,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
34586,NULL,NULL,1-001-002-005-022,1-001-002-005,1-001-002,1-001-001,1-001,1
34595,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,1-001-002,1-001,1
34599,NULL,NULL,1-001-003-016-049,1-001-003-016,1-001-003,1-001-002,1-001,1
34606,NULL,NULL,1-001-002-007-036,1-001-002-007,1-001-002,1-001-002,1-001,1
34699,NULL,NULL,1-001-002-008-041,1-001-002-008,1-001-002,1-001-002,1-001,1
34701,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
34705,NULL,NULL,1-001-002-005-028,1-001-002-005,1-001-002,1-001-001,1-001,1
34714,NULL,NULL,1-001-001-009-053,1-001-001-009,1-001-001,1-001-002,1-001,1
34717,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
34720,NULL,NULL,1-001-002-002-011,1-001-002-002,1-001-002,1-001-001,1-001,1
34728,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
34731,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
34735,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
34745,NULL,NULL,1-001-001-010-049,1-001-001-010,1-001-001,1-001-002,1-001,1
34748,NULL,NULL,1-001-003-016-048,1-001-003-016,1-001-003,1-001-001,1-001,1
34749,NULL,NULL,1-001-002-005-022,1-001-002-005,1-001-002,1-001-001,1-001,1
34752,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
34754,NULL,NULL,1-001-002-002-010,1-001-002-002,1-001-002,1-001-001,1-001,1
34885,NULL,NULL,1-001-002-005-028,1-001-002-005,1-001-002,1-001-001,1-001,1
34886,NULL,NULL,1-001-003-019-058,1-001-003-019,1-001-003,1-001-003,1-001,1
34888,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
34891,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
34892,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
34893,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
34895,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
34898,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
34899,NULL,NULL,1-001-002-007-066,1-001-002-007,1-001-002,1-001-002,1-001,1
34901,NULL,NULL,1-001-001-009-056,1-001-001-009,1-001-001,1-001-002,1-001,1
34902,NULL,NULL,1-001-002-007-038,1-001-002-007,1-001-002,1-001-002,1-001,1
34903,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
34904,NULL,NULL,1-001-002-007-066,1-001-002-007,1-001-002,1-001-002,1-001,1
34905,NULL,NULL,1-001-002-008-067,1-001-002-008,1-001-002,1-001-002,1-001,1
34907,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
34908,NULL,NULL,1-001-002-008-042,1-001-002-008,1-001-002,1-001-002,1-001,1
34909,NULL,NULL,1-001-002-007-040,1-001-002-007,1-001-002,1-001-002,1-001,1
34910,NULL,NULL,1-001-002-003-017,1-001-002-003,1-001-002,1-001-001,1-001,1
34911,NULL,NULL,1-001-003-016-048,1-001-003-016,1-001-003,1-001-001,1-001,1
34914,NULL,NULL,1-001-002-002-007,1-001-002-002,1-001-002,1-001-001,1-001,1
34916,NULL,NULL,1-001-002-002-010,1-001-002-002,1-001-002,1-001-001,1-001,1
34918,NULL,NULL,1-001-003-016-048,1-001-003-016,1-001-003,1-001-001,1-001,1
34924,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
34940,NULL,NULL,1-001-003-016-048,1-001-003-016,1-001-003,1-001-001,1-001,1
34966,NULL,NULL,1-001-001-009-057,1-001-001-009,1-001-001,1-001-003,1-001,1
34967,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
34968,NULL,NULL,1-001-003-018-054,1-001-003-018,1-001-003,1-001-003,1-001,1
34969,NULL,NULL,1-001-002-003-014,1-001-002-003,1-001-002,1-001-001,1-001,1
34973,NULL,NULL,1-001-002-008-042,1-001-002-008,1-001-002,1-001-002,1-001,1
34975,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
34978,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,1-001-002,1-001,1
34980,NULL,NULL,1-001-002-005-025,1-001-002-008,1-001-002,1-001-002,1-001,1
34981,NULL,NULL,1-001-002-007-038,1-001-002-007,1-001-002,1-001-002,1-001,1
34982,NULL,NULL,1-001-001-012-047,1-001-001-012,1-001-001,1-001-001,1-001,1
34983,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,1-001-002,1-001,1
34984,NULL,NULL,1-001-003-018-054,1-001-003-018,1-001-003,1-001-003,1-001,1
34985,NULL,NULL,1-001-001-010-050,1-001-001-013,1-001-001,1-001-002,1-001,1
34986,NULL,NULL,1-001-001-012-048,1-001-001-012,1-001-001,1-001-002,1-001,1
34990,NULL,NULL,1-001-002-002-011,1-001-002-002,1-001-002,1-001-001,1-001,1
34992,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
34995,NULL,NULL,1-001-002-002-010,1-001-002-002,1-001-002,1-001-001,1-001,1
35035,NULL,NULL,1-001-001-009-047,1-001-001-014,1-001-001,1-001-001,1-001,1
35070,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
35073,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
35078,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
35082,NULL,NULL,1-001-003-019-058,1-001-003-019,1-001-003,1-001-003,1-001,1
35104,NULL,NULL,1-001-002-007-035,1-001-002-007,1-001-002,1-001-002,1-001,1
35113,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
35116,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
35117,NULL,NULL,1-001-002-008-044,1-001-002-008,1-001-002,1-001-002,1-001,1
35194,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
35221,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,1-001-002,1-001,1
35222,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,1-001-002,1-001,1
35223,NULL,NULL,1-001-002-008-042,1-001-002-008,1-001-002,1-001-002,1-001,1
35278,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
35279,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
35281,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
35527,NULL,NULL,1-001-001-012-048,1-001-001-012,1-001-001,1-001-002,1-001,1
35647,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
35649,NULL,NULL,1-001-002-005-028,1-001-002-005,1-001-002,1-001-001,1-001,1
35655,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
35656,NULL,NULL,1-001-002-005-026,1-001-002-005,1-001-002,1-001-001,1-001,1
35657,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,1-001-002,1-001,1
35658,NULL,NULL,1-001-002-005-028,1-001-002-005,1-001-002,1-001-001,1-001,1
35663,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
35664,NULL,NULL,1-001-002-007-035,1-001-002-007,1-001-002,1-001-002,1-001,1
35667,NULL,NULL,1-001-003-017-051,1-001-003-017,1-001-003,1-001-003,1-001,1
35668,NULL,NULL,1-001-002-005-022,1-001-002-005,1-001-002,1-001-001,1-001,1
35669,NULL,NULL,1-001-002-007-038,1-001-002-007,1-001-002,1-001-002,1-001,1
35670,NULL,NULL,1-001-002-008-045,1-001-002-008,1-001-002,1-001-002,1-001,1
35949,NULL,NULL,1-001-003-019-058,1-001-003-019,1-001-003,1-001-003,1-001,1
35950,NULL,NULL,1-001-003-019-057,1-001-003-019,1-001-003,1-001-003,1-001,1
35951,NULL,NULL,1-001-003-019-058,1-001-003-019,1-001-003,1-001-003,1-001,1
35953,NULL,NULL,1-001-003-019-071,1-001-003-019,1-001-003,1-001-003,1-001,1
35954,NULL,NULL,1-001-003-019-057,1-001-003-019,1-001-003,1-001-003,1-001,1
35974,NULL,NULL,1-001-002-008-042,1-001-002-008,1-001-002,1-001-002,1-001,1
35979,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
35980,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
36067,NULL,NULL,NULL,NULL,1-001-001,1-001-001,1-001,1
36344,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
36352,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
36353,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
36357,NULL,NULL,1-001-002-003-015,1-001-002-003,1-001-002,1-001-001,1-001,1
36358,NULL,NULL,1-001-002-005-022,1-001-002-005,1-001-002,1-001-001,1-001,1
36363,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,1-001-002,1-001,1
36364,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
36606,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
36608,NULL,NULL,1-001-002-005-023,1-001-002-005,1-001-002,1-001-001,1-001,1
36611,NULL,NULL,1-001-002-003-017,1-001-002-003,1-001-002,1-001-001,1-001,1
36612,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
36614,NULL,NULL,1-001-003-016-049,1-001-003-016,1-001-003,1-001-002,1-001,1
36616,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
36621,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
36622,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
36627,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
36630,NULL,NULL,1-001-002-007-038,1-001-002-007,1-001-002,1-001-002,1-001,1
36869,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
36871,NULL,NULL,1-001-002-008-045,1-001-002-008,1-001-002,1-001-002,1-001,1
36874,NULL,NULL,1-001-001-010-049,1-001-001-010,1-001-001,1-001-002,1-001,1
36881,NULL,NULL,1-001-002-005-023,1-001-002-005,1-001-002,1-001-001,1-001,1
36882,NULL,NULL,1-001-002-007-035,1-001-002-007,1-001-002,1-001-002,1-001,1
36883,NULL,NULL,1-001-002-007-040,1-001-002-007,1-001-002,1-001-002,1-001,1
36890,NULL,NULL,1-001-002-008-045,1-001-002-008,1-001-002,1-001-002,1-001,1
36897,NULL,NULL,1-001-002-008-045,1-001-002-008,1-001-002,1-001-002,1-001,1
36900,NULL,NULL,1-001-002-008-041,1-001-002-008,1-001-002,1-001-002,1-001,1
36902,NULL,NULL,1-001-002-008-042,1-001-002-008,1-001-002,1-001-002,1-001,1
36906,NULL,NULL,1-001-002-008-044,1-001-002-008,1-001-002,1-001-002,1-001,1
36911,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
36922,NULL,NULL,1-001-002-007-040,1-001-002-007,1-001-002,1-001-002,1-001,1
36923,NULL,NULL,1-001-002-002-007,1-001-002-002,1-001-002,1-001-001,1-001,1
37115,NULL,NULL,1-001-002-005-026,1-001-002-005,1-001-002,1-001-001,1-001,1
37117,NULL,NULL,1-001-002-005-022,1-001-002-005,1-001-002,1-001-001,1-001,1
37118,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
37119,NULL,NULL,1-001-002-005-022,1-001-002-005,1-001-002,1-001-001,1-001,1
37120,NULL,NULL,1-001-002-005-029,1-001-002-005,1-001-002,1-001-001,1-001,1
37121,NULL,NULL,1-001-001-012-048,1-001-001-012,1-001-001,1-001-002,1-001,1
37128,NULL,NULL,1-001-002-005-028,1-001-002-005,1-001-002,1-001-001,1-001,1
37131,NULL,NULL,1-001-002-002-011,1-001-002-002,1-001-002,1-001-001,1-001,1
37132,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
37135,NULL,NULL,1-001-002-002-012,1-001-002-002,1-001-002,1-001-001,1-001,1
37210,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
37241,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
37261,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
37264,NULL,NULL,1-001-002-007-035,1-001-002-007,1-001-002,1-001-002,1-001,1
37268,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
37269,NULL,NULL,1-001-002-005-028,1-001-002-005,1-001-002,1-001-001,1-001,1
37282,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
37287,NULL,NULL,1-001-002-007-040,1-001-002-007,1-001-002,1-001-002,1-001,1
37290,NULL,NULL,1-001-001-012-048,1-001-001-012,1-001-001,1-001-001,1-001,1
37293,NULL,NULL,1-001-002-002-012,1-001-002-002,1-001-002,1-001-001,1-001,1
37294,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
37295,NULL,NULL,1-001-002-003-014,1-001-002-003,1-001-002,1-001-001,1-001,1
37296,NULL,NULL,1-001-002-007-035,1-001-002-007,1-001-002,1-001-002,1-001,1
37298,NULL,NULL,1-001-002-002-006,1-001-002-002,1-001-002,1-001-001,1-001,1
37301,NULL,NULL,1-001-003-017-053,1-001-003-017,1-001-003,1-001-003,1-001,1
37303,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,1-001-002,1-001,1
37305,NULL,NULL,1-001-002-008-041,1-001-002-008,1-001-002,1-001-002,1-001,1
37451,NULL,NULL,1-001-002-003-017,1-001-002-003,1-001-002,1-001-001,1-001,1
37457,NULL,NULL,1-001-002-005-028,1-001-002-005,1-001-002,1-001-001,1-001,1
37458,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
37464,NULL,NULL,1-001-002-008-067,1-001-002-008,1-001-002,1-001-002,1-001,1
37514,NULL,NULL,1-001-002-008-045,1-001-002-008,1-001-002,1-001-002,1-001,1
37554,NULL,NULL,1-001-002-005-028,1-001-002-005,1-001-002,1-001-001,1-001,1
37555,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
37556,NULL,NULL,1-001-003-016-048,1-001-003-016,1-001-003,1-001-001,1-001,1
37558,NULL,NULL,1-001-001-009-050,1-001-001-009,1-001-001,1-001-001,1-001,1
37563,NULL,NULL,1-001-002-008-041,1-001-002-008,1-001-002,1-001-002,1-001,1
37564,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
37571,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
37574,NULL,NULL,1-001-002-002-006,1-001-002-002,1-001-002,1-001-001,1-001,1
37577,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
37579,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
37650,NULL,NULL,1-001-001-010-050,1-001-001-013,1-001-001,1-001-002,1-001,1
37651,NULL,NULL,1-001-002-007-040,1-001-002-007,1-001-002,1-001-002,1-001,1
37654,NULL,NULL,1-001-002-008-044,1-001-002-008,1-001-002,1-001-002,1-001,1
37658,NULL,NULL,1-001-002-008-046,1-001-002-008,1-001-002,1-001-002,1-001,1
37661,NULL,NULL,1-001-001-013-060,1-001-001-013,1-001-001,1-001-002,1-001,1
37770,NULL,NULL,1-001-002-002-011,1-001-002-002,1-001-002,1-001-001,1-001,1
37771,NULL,NULL,1-001-003-016-048,1-001-003-016,1-001-003,1-001-001,1-001,1
37848,NULL,NULL,1-001-001-012-047,1-001-001-012,1-001-001,1-001-001,1-001,1
37916,NULL,NULL,1-001-002-002-007,1-001-002-002,1-001-002,1-001-001,1-001,1
37920,NULL,NULL,1-001-002-003-015,1-001-002-003,1-001-002,1-001-001,1-001,1
37922,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
37924,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
37930,NULL,NULL,1-001-002-005-028,1-001-002-005,1-001-002,1-001-001,1-001,1
37932,NULL,1-001-001-010-061-003,1-001-003-019-059,1-001-001-010,1-001-001,1-001-002,1-001,1
37933,NULL,NULL,1-001-002-003-014,1-001-002-003,1-001-002,1-001-001,1-001,1
37935,NULL,NULL,1-001-002-002-006,1-001-002-002,1-001-002,1-001-001,1-001,1
37936,NULL,NULL,1-001-002-005-022,1-001-002-005,1-001-002,1-001-001,1-001,1
37939,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
37940,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
37941,NULL,NULL,1-001-002-002-011,1-001-002-002,1-001-002,1-001-001,1-001,1
37942,NULL,NULL,1-001-002-005-023,1-001-002-005,1-001-002,1-001-001,1-001,1
37945,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
37947,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
37949,NULL,1-001-001-010-061-003,1-001-003-019-059,1-001-001-010,1-001-001,1-001-003,1-001,1
37950,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
38069,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
38071,NULL,NULL,1-001-003-017-053,1-001-003-017,1-001-003,1-001-003,1-001,1
38072,NULL,NULL,1-001-002-005-029,1-001-002-005,1-001-002,1-001-001,1-001,1
38073,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
38079,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
38084,NULL,NULL,1-001-002-003-017,1-001-002-003,1-001-002,1-001-001,1-001,1
38085,NULL,NULL,1-001-002-003-017,1-001-002-003,1-001-002,1-001-001,1-001,1
38089,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
38090,NULL,NULL,1-001-002-003-015,1-001-002-003,1-001-002,1-001-001,1-001,1
38143,NULL,NULL,1-001-002-002-007,1-001-002-002,1-001-002,1-001-001,1-001,1
38323,NULL,NULL,1-001-002-005-026,1-001-002-005,1-001-002,1-001-001,1-001,1
38324,NULL,NULL,1-001-002-005-026,1-001-002-005,1-001-002,1-001-001,1-001,1
38326,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
38329,NULL,NULL,1-001-002-002-006,1-001-002-002,1-001-002,1-001-001,1-001,1
38386,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
38388,NULL,NULL,1-001-002-007-040,1-001-002-007,1-001-002,1-001-002,1-001,1
38390,NULL,NULL,1-001-002-005-022,1-001-002-005,1-001-002,1-001-001,1-001,1
38391,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
38392,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
38398,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
38400,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
38403,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
38405,NULL,NULL,1-001-002-005-026,1-001-002-005,1-001-002,1-001-001,1-001,1
38410,NULL,NULL,1-001-002-005-028,1-001-002-005,1-001-002,1-001-001,1-001,1
38414,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
38415,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
38417,NULL,NULL,1-001-002-008-067,1-001-002-008,1-001-002,1-001-002,1-001,1
38420,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
38550,NULL,NULL,1-001-002-003-014,1-001-002-003,1-001-002,1-001-001,1-001,1
38789,NULL,NULL,1-001-002-003-015,1-001-002-003,1-001-002,1-001-001,1-001,1
38791,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
38792,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
38794,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
38796,NULL,NULL,1-001-002-005-023,1-001-002-005,1-001-002,1-001-001,1-001,1
38798,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
38803,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
38809,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
38811,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
38813,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
38814,NULL,NULL,1-001-002-005-029,1-001-002-005,1-001-002,1-001-001,1-001,1
38815,NULL,NULL,1-001-002-006-031,1-001-002-006,1-001-002,1-001-001,1-001,1
38816,NULL,NULL,1-001-001-012-047,1-001-001-012,1-001-001,1-001-001,1-001,1
38819,NULL,NULL,1-001-002-005-029,1-001-002-005,1-001-002,1-001-001,1-001,1
38822,NULL,NULL,1-001-002-002-011,1-001-002-002,1-001-002,1-001-001,1-001,1
38825,NULL,NULL,1-001-002-008-044,1-001-002-008,1-001-002,1-001-002,1-001,1
38997,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
39090,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
39096,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
